Date,Soil Moisture (10 cm) (%),Soil Moisture (20 cm) (%),Soil Moisture (30 cm) (%),Plant Age (years),Temperature (°C),Humidity (%),Rainfall (mm),Rain Status (0/1),Coconut Count
1975-08-31,19.602533084023925,23.16951036346792,53.44978400378652,6,32.76893748204873,61.41582872022349,9.939784960697798,1,271
1975-09-30,31.82079224801075,34.91687585059987,58.26074548076634,4,31.40447273993253,66.28324127673945,0.0,0,250
1975-10-31,29.494821095823877,24.99510641148545,49.92770718120055,8,27.353832618983574,69.88741622091516,0.0,0,250
1975-11-30,18.606000527952588,42.76930495562092,42.52168363168758,8,26.466145571598425,72.9185578604608,0.0,0,280
1975-12-31,32.08573537893176,37.810538597261996,51.418961042681595,3,34.116329137084755,78.56028473458761,0.0,0,297
1976-01-31,39.59827350356005,47.18412608382438,26.94058324963445,7,27.523227442637452,78.30579880758548,4.058714916507326,1,328
1976-02-29,17.586876591164618,39.696881071989566,56.74449314533853,7,27.230863345289748,70.9133732993727,0.0,0,337
1976-03-31,28.022144567516982,34.07179233170357,27.486309749116945,6,28.35682400642842,71.49164395103759,0.0,0,350
1976-04-30,17.680559855212188,32.70446027747998,40.83283657222996,4,33.40018831920698,70.89964556200036,0.0,0,341
1976-05-31,19.123350671318278,23.73845189567374,37.806475451623264,2,31.77124263482564,73.65342304925518,0.0,0,336
1976-06-30,15.975160519070453,33.66700345970327,56.184085964174635,3,33.32391041701908,79.83248685922456,0.0,0,302
1976-07-31,31.857339342500616,49.39866342074835,59.49602568834801,7,26.318068298966793,77.74085488893924,0.0,0,278
1976-08-31,36.4274234902479,44.51321297500284,40.692126468362176,7,27.177487048340218,61.56603340959115,0.0,0,252
1976-09-30,26.231863673916244,48.214915955390325,58.34920362097046,9,31.241134200456543,69.48152528215715,0.0,0,250
1976-10-31,15.09256017081042,24.87683617794245,37.23329804092893,6,32.193881555748206,60.56243012555848,0.0,0,252
1976-11-30,18.652414138533004,44.69010723340804,33.22609545841715,3,29.051971425753297,71.92087190955294,0.0,0,278
1976-12-31,37.73911068450753,28.088900263015482,53.68869509731607,9,33.05496046032244,61.53591368573468,0.0,0,295
1977-01-31,20.919939636404504,22.5188769034018,51.950742995954,5,26.35745853099901,79.54876368408024,0.0,0,327
1977-02-28,22.485578120077665,23.004649925203008,34.51011596143629,3,27.037554858499437,65.21323309665873,0.0,0,364
1977-03-31,25.47323059843547,35.43685371044895,49.81374934933221,7,34.861767972836944,76.41698018526257,0.0,0,358
1977-04-30,16.415638934438952,23.611344485166015,45.32690042650476,2,27.437082119043428,66.1178962652304,0.0,0,340
1977-05-31,30.27853808028115,49.51205101027273,37.62822089823009,2,31.37302156538024,61.41393216368732,0.0,0,337
1977-06-30,39.90561232611597,34.23600687867322,53.56198649900132,5,28.447697668998742,67.80591094425542,13.376223076211451,1,295
1977-07-31,32.87382058879443,27.463911912594437,56.85758292383255,2,26.443120436874814,61.87118813824671,0.3484061039345332,1,254
1977-08-31,20.911872805967363,26.34520247845304,50.76123901491229,8,33.819755551406075,79.18168484564806,2.9659608109933346,1,250
1977-09-30,31.608484165142055,30.301333687237175,25.668471977380403,3,25.0861900259178,60.399458651560565,0.0,0,250
1977-10-31,27.950383722712992,20.223894212516583,39.7940316880099,9,26.45517300387425,77.55956764999318,4.110927118152248,1,253
1977-11-30,24.572575350931146,25.33652176203499,37.31020389709783,5,33.29939593212443,68.3125556405831,3.948676394001124,1,275
1977-12-31,31.731707293770874,33.4425646184923,42.076506834775564,2,25.557279857009846,78.23455696683266,0.0,0,316
1978-01-31,26.037598082029373,23.920178912397873,35.18497863476321,6,33.0081809985975,69.02260139595683,0.0,0,328
1978-02-28,27.309176217531224,25.769473183530515,41.23776922092118,6,33.317246313050894,69.26398872617841,7.353740357924428,1,341
1978-03-31,30.92714722136789,46.960031046579914,40.977809936953655,8,25.99146112277624,72.45908088366764,6.75842550848654,1,358
1978-04-30,20.511762024984247,24.936981752880047,39.22162808373187,2,32.10421815012412,68.37847249585838,0.0,0,321
1978-05-31,39.61439740940283,39.99221914084757,34.98914239621979,1,32.14898438077289,68.5968933948631,4.66599081459862,1,327
1978-06-30,39.11220562559636,28.683091040900656,41.78687838605603,1,31.734197289114327,72.28998920510385,0.0,0,307
1978-07-31,23.27286914450488,27.448624388925378,59.58048867228975,3,30.33308362458741,79.919872982014,12.02798796638854,1,260
1978-08-31,30.881624683977023,21.246795448167756,32.237918661545045,9,25.196514827468476,77.58786113614391,0.0,0,268
1978-09-30,23.462671985636824,20.21275438323113,48.808774091563095,3,29.07937818367841,79.60522415632998,9.786687028946282,1,253
1978-10-31,15.78782607705529,23.648157780441714,47.157979427368346,2,28.68725155470846,75.3946283659376,0.0,0,252
1978-11-30,38.67882340015887,32.19388153856217,52.014261233053844,4,25.806697673911774,73.44696535285729,0.0,0,281
1978-12-31,20.39024413107612,44.411308122719234,32.59861303144616,6,34.682088408629056,62.95704875724768,0.0,0,322
1979-01-31,29.18608020058074,31.310231358762337,58.772501052563904,7,31.451500833009035,60.33938258630933,0.0,0,326
1979-02-28,18.576548818085058,20.42043552578171,44.84004516529332,3,25.495126297022935,71.98717174271606,5.190951149894966,1,345
1979-03-31,37.579767268069645,41.41118776030122,53.63509533947305,4,31.844353610693076,70.06440829717269,0.0,0,345
1979-04-30,18.7345409056608,39.44770862233466,31.033522673680817,3,31.131162390692417,63.14407767113909,0.0,0,334
1979-05-31,16.822461296791374,38.80498713245201,33.861961745448355,6,33.17822073566191,79.57894711709324,0.0,0,333
1979-06-30,33.83689013616201,23.974119690257798,44.14204298275935,2,27.606751577405937,65.93791348536087,0.10934999776399695,1,291
1979-07-31,37.938622364908625,42.93704791278291,27.767660734182684,9,26.018917539715527,60.318405345255975,9.2811261816677,1,275
1979-08-31,37.571700585803754,40.902644448062134,28.3824204457705,5,27.35682534575885,74.27320566224307,0.0,0,251
1979-09-30,36.66489221488759,37.80725763242894,29.44886718034584,3,26.60860293485098,74.0069577773314,0.0,0,254
1979-10-31,27.65349631736611,44.438751680777514,57.765706454284874,9,28.614871498218122,67.17454039092198,0.0,0,260
1979-11-30,34.92153925690478,30.22899690387454,53.19131990642053,1,33.31941541688052,68.07039984880423,0.0,0,285
1979-12-31,29.319312743427727,27.15011631883991,52.78842796504567,5,30.277620653364476,71.148819343272,14.677129034390992,1,294
1980-01-31,17.656647619809895,43.352852203442,30.968831711437907,1,25.35159250271194,66.46290434558834,0.0,0,322
1980-02-29,23.913973029422216,33.41908268757802,58.793127138216825,4,27.781121675538035,63.6887038116853,0.0,0,333
1980-03-31,33.275258728487074,22.298672059766083,48.24115615889612,6,29.18932977983946,75.51730130405574,0.0,0,345
1980-04-30,20.12448082064777,42.25986173378517,26.829768614406586,9,26.98196386421668,77.48796063416661,5.3526856953777076,1,347
1980-05-31,22.98063244465471,47.177350137039426,29.432299393143104,1,30.1920697460346,64.68740181355751,0.0,0,332
1980-06-30,29.581904928477414,42.04277866548136,36.25365530934193,4,30.448246756734317,65.39484931747535,0.0,0,290
1980-07-31,39.72813297771833,27.9514186222785,48.52208259316074,3,27.020809360865208,62.20147520362114,5.812479168116777,1,283
1980-08-31,36.632363980025616,38.0853914118691,50.463774953054994,3,26.51264284462676,65.69349477692927,5.701971206744172,1,270
1980-09-30,28.49154472257881,22.32450879666448,25.631015313561928,4,29.104987136973794,78.66385834098037,9.597296970017402,1,254
1980-10-31,26.659364862613714,30.849982495851286,28.794013045081797,5,32.56539167226241,61.904978679457386,0.0,0,275
1980-11-30,39.83945432048047,25.246518085845878,48.54255202343765,3,25.503229329346638,61.258149520360476,0.0,0,267
1980-12-31,33.58382238925031,41.6999091198189,29.761968205107504,6,29.934799980728776,78.4634797723853,0.3361924492549569,1,287
1981-01-31,37.218662920345324,21.850237508628723,40.752245964551534,9,34.86569490779327,61.11852700256451,0.0,0,307
1981-02-28,30.646029874559396,21.635278322411587,54.27539080816432,2,33.85559443585632,60.200208211182726,0.0,0,358
1981-03-31,23.29144610442544,41.691713763809894,42.77132531519325,7,26.101422829189666,67.79032051890817,0.0,0,356
1981-04-30,24.002490769552832,22.694663882768143,33.98905132038148,8,31.974316172371925,72.85613182172347,11.762910546345662,1,342
1981-05-31,32.2981840816648,24.675546096543304,33.520491586789376,9,34.55063187126237,72.21852774966956,0.11889434604080468,1,327
1981-06-30,28.042795034172958,27.88009205991454,51.85477121304706,2,28.155534744431108,75.77890247869854,10.258603917047974,1,288
1981-07-31,32.31285031902982,27.30585016698609,57.60807374156567,1,33.03170511632731,63.06825764778176,0.0,0,299
1981-08-31,18.785261098402128,43.95360515153571,49.75299149173981,7,28.66721908593799,62.11610049713028,0.0,0,257
1981-09-30,39.648354215622945,43.42046224063587,38.65834923543983,7,29.9328082733856,60.079198860242855,0.0,0,251
1981-10-31,39.301983386863924,24.774772519814896,37.395396886582326,8,33.66821485688489,77.87946114925009,0.0,0,263
1981-11-30,28.60315004907752,42.21528563654956,51.49243957944549,2,26.69203051677252,63.75054445824333,0.0,0,279
1981-12-31,28.920967367256026,46.7561939002523,35.050766779569514,8,26.156056106115123,67.77261891214205,0.6546033980830045,1,302
1982-01-31,31.827783703113216,49.72246428179656,55.89881069374728,3,33.51537171897925,63.132256297853,14.62392521190931,1,317
1982-02-28,27.52191514723998,49.442642747660756,28.408185518780147,8,33.9951276509631,78.8175981268297,0.0,0,348
1982-03-31,26.3188584427185,45.06620673631122,58.65644654516491,8,27.556662233318143,67.29132855039728,0.0,0,368
1982-04-30,35.67169617933405,36.87966268708227,51.67656289179287,4,27.07511495384879,71.37625472867745,0.0,0,356
1982-05-31,39.16476925558292,33.56645300305154,29.997497283375964,3,34.64432179567981,74.35741161103857,0.0,0,340
1982-06-30,22.344861766358186,40.161576215160856,49.575486781891634,2,28.11512299013986,75.65847228515145,0.0,0,294
1982-07-31,34.44773516871342,31.470899931848837,40.50945708630201,8,28.628658169951034,72.02182334792606,12.744237623291818,1,265
1982-08-31,27.09624925083058,41.852674618983144,36.075910178671016,1,34.33413127023455,74.47069146662177,0.0,0,255
1982-09-30,15.73248607758546,38.5430889668509,42.832810562847065,1,25.76723399456023,68.52595434806852,0.0,0,250
1982-10-31,22.885409781467086,40.47797839343916,55.502098961508594,1,25.375662295439806,74.34362894093516,0.0,0,267
1982-11-30,21.078113260566717,42.34252194889767,30.888280268797217,8,32.624445219391,78.00624479148982,0.0,0,258
1982-12-31,31.800494054513376,39.06283762108916,53.201737140266594,4,25.730850910261502,65.47332769842916,0.0,0,315
1983-01-31,32.74342712002551,20.220734888762436,43.13720062638823,7,32.75872289544127,68.93567353016422,6.767753692375382,1,323
1983-02-28,37.99087270070186,29.335842134120277,32.31703450733032,9,29.657255776674976,64.80490036928607,0.0,0,339
1983-03-31,29.553620070368552,30.703114710477536,30.749465730957482,1,33.30202884345762,73.28024456135205,5.1416812022857155,1,339
1983-04-30,37.80518928122956,26.280451981522965,26.379615479212703,5,30.814539479286243,78.95539164064297,0.0,0,326
1983-05-31,19.341790923858497,40.70513211812997,47.5958555462433,7,32.328774528838984,70.16710975129185,0.0,0,333
1983-06-30,35.82979149463635,32.80371116581758,47.70572986065069,4,32.50160832954601,73.86801706858088,0.0,0,300
1983-07-31,27.45473247934948,29.885912413219902,40.42110899207111,1,30.487798592630117,75.92571365885603,8.78770849788994,1,262
1983-08-31,31.50839576285319,35.68128362202803,25.825718872327855,6,30.12088576698664,78.81380375446463,0.0,0,250
1983-09-30,36.414299717083395,31.881634323064002,31.970491415897346,9,32.352512163067935,75.94673611299925,4.114326551010618,1,250
1983-10-31,18.43258437854011,30.09037180146746,45.536184163857,9,26.569026241461202,78.95130252648086,0.0,0,273
1983-11-30,29.770113337947897,41.64347471328716,57.94476251173793,8,29.908103012680428,61.510665383138154,0.0,0,272
1983-12-31,24.46685524931959,48.632683409632214,55.59591225187239,6,27.688615449790067,60.420738049209376,0.0,0,284
1984-01-31,29.881921027601365,36.17581382381943,58.90851417022316,8,29.309878726571906,65.76329045767903,0.0,0,322
1984-02-29,17.367024762619877,20.98570093221189,42.470944164193156,8,26.912421290761213,72.30857830065852,0.0,0,340
1984-03-31,23.682211857642443,27.956855675080238,49.01319038802204,1,34.48198506743067,69.73502096704631,10.564642193353631,1,323
1984-04-30,23.91522282185965,27.841919496811848,58.13095004724185,7,27.196821333758262,68.98166785352227,0.0,0,342
1984-05-31,31.248802454147228,42.61304606135157,46.77032160831432,8,30.28177721423017,62.53745656126186,0.0,0,322
1984-06-30,30.56438494581954,20.30140943164495,31.819417207937743,8,27.685049172528352,69.84803518408671,0.0,0,306
1984-07-31,21.923865453115248,21.97394653385717,49.709484311778645,7,27.176997988572325,79.32042918260417,0.0,0,293
1984-08-31,15.64597430550028,26.653384758006393,52.31648984330542,7,25.800634025289657,69.48906359689046,0.0,0,267
1984-09-30,35.19064673907438,43.14420034578819,57.02985871417136,7,28.488704166052905,78.46337423508359,3.178983454886409,1,250
1984-10-31,15.76144520176242,22.72629615108945,54.91362644844922,2,27.09417670821854,70.74166911180207,0.0,0,250
1984-11-30,26.792469172280235,48.79351359313144,48.665506670870585,5,34.98560806585628,60.496344228902984,0.0,0,300
1984-12-31,36.04038649394538,36.63861473633435,56.55709303202261,8,28.261060566387933,64.40875769785228,13.886794102418012,1,300
1985-01-31,27.492080757072607,21.84031623451604,50.00968211326047,4,26.884998527955613,76.09933667763372,0.0,0,325
1985-02-28,27.370648790013657,22.583483315191213,44.569782976203896,3,27.406815897258852,74.87205035121235,0.0,0,343
1985-03-31,27.09284580976783,28.83809998821368,34.05467746135003,9,32.13014291861741,67.32572772413045,0.888745439975392,1,351
1985-04-30,38.87937901195331,27.204547880660428,36.32336148079632,9,29.03364305026353,73.52944286984822,2.9299982168323515,1,341
1985-05-31,17.917227998397497,39.68004063959328,36.94022640368891,7,30.4976455126602,69.04706076957433,0.0,0,319
1985-06-30,39.369246085510326,44.76810274721045,27.100286740615413,8,30.689214058447163,77.6341793927717,14.13439325018026,1,294
1985-07-31,17.16549402136735,40.07462466604552,39.36063026554317,1,27.869867994715435,64.997752128618,0.0,0,274
1985-08-31,32.37799539864419,38.487219479918366,41.90074869405453,3,27.723153971810827,62.350036804247466,3.8547735024966685,1,251
1985-09-30,29.539720946243882,36.00440626234349,45.87377598923615,4,27.122775152855144,70.4026969556937,0.0,0,250
1985-10-31,35.4648307593277,46.98801784289708,52.36764029258731,7,33.69541168859218,75.2819117315776,0.0,0,257
1985-11-30,17.54618162855957,41.854818015423206,31.988440831422636,8,32.25468168450163,62.26462446518251,0.0,0,272
1985-12-31,28.520676599288493,44.5508192418565,31.008736826512592,6,31.92878427696652,71.11741628397918,0.0,0,315
1986-01-31,18.459939649203115,39.97295720796102,43.36353073399678,8,28.379987810284902,78.13733154679672,0.0,0,298
1986-02-28,26.245099767610718,42.69068164230903,52.794709660629536,6,33.94747570831301,65.35336874388595,6.217920588850172,1,354
1986-03-31,37.406417911789475,40.57138306474043,55.06431914927771,7,26.980030303075534,68.76043592700658,0.0,0,362
1986-04-30,29.63903233743617,35.635211747406125,30.242199608831594,5,27.961767655589984,71.44567629084003,0.0,0,322
1986-05-31,33.66130322142785,46.80529914179954,51.487622801583896,6,28.94551129281373,75.85385145698756,0.0,0,321
1986-06-30,36.83277183144321,21.24932067019941,54.072251764013124,7,33.5874496852958,72.67566569494575,0.0,0,296
1986-07-31,28.189490560633757,39.66307935321984,33.161564404756575,3,25.17645160178606,70.34012566419418,0.0,0,260
1986-08-31,22.434833301549745,40.451745512370266,32.272666264666384,3,28.588686909938588,72.20086690915502,0.0,0,250
1986-09-30,15.621487897894854,20.11742317206172,32.95226872412016,6,29.593460101728226,76.35926988698307,0.0,0,250
1986-10-31,31.536655133091298,47.09820866716743,28.449139799452983,9,29.386677720315753,64.36546397562988,0.0,0,274
1986-11-30,18.849080966662598,41.160691105823545,33.5273499270954,5,30.913011489232446,77.73681805663215,13.34394096606195,1,284
1986-12-31,15.878924801212536,37.252112572562446,52.53042147910273,8,25.89700919014846,79.23087445762219,0.0,0,312
1987-01-31,20.590063708091776,48.00365315749556,37.06088085044401,4,31.644506570932595,74.17598529812308,2.750408952363366,1,332
1987-02-28,26.04769612447315,24.285377227757714,51.74880593242884,9,30.701872157998046,77.2368764658966,7.208936283639499,1,332
1987-03-31,31.979292488449822,22.222247216313434,59.74912460886914,9,32.24931197519619,62.28367560474264,0.0,0,344
1987-04-30,19.355266876784775,48.88674902534113,31.14529221721157,6,30.723151856300767,79.98414597886881,0.0,0,348
1987-05-31,18.993736505848606,24.921907647960055,34.981530860351675,9,30.440299652945754,71.19591444359529,0.0,0,312
1987-06-30,21.607493819343873,28.617240439245222,42.89686814286465,4,31.361056346436186,63.29461792162123,0.0,0,307
1987-07-31,33.41986421775492,33.60248691872804,59.62479807872347,7,28.550152661362468,69.63800334219955,0.0,0,272
1987-08-31,33.231006227439195,46.24241220466924,57.8551755692252,1,30.505453006199957,76.51776452853629,0.0,0,252
1987-09-30,22.922825345463608,34.021620063437766,34.99528656835227,7,28.128446280056682,61.960890762218796,0.0,0,257
1987-10-31,17.763579157714513,26.58168167588739,41.252258745874954,1,32.39474653884113,68.52636587981402,0.0,0,261
1987-11-30,34.34987718235023,21.562172186638094,25.448757732871204,4,33.07536255397993,70.17367901368158,0.0,0,271
1987-12-31,38.393731538113755,37.928395727973815,53.32996209619852,2,34.75244535283959,79.31540887768574,3.307508782208931,1,311
1988-01-31,19.93106665417542,26.40612433651854,48.663256195760184,5,27.899247626330286,77.05888406768587,0.0,0,314
1988-02-29,38.37896430941553,30.89967716258672,38.660076803209776,6,31.191214000466964,63.18789769542804,14.523530363481507,1,349
1988-03-31,19.173754475861728,23.634663837829564,27.989296898289286,9,28.30991947603403,76.74901789669468,0.0,0,355
1988-04-30,25.031314580093202,45.65235157909064,40.11714859010401,7,34.0841010726857,75.62581294811385,0.0,0,340
1988-05-31,30.698968383572694,28.25570635320427,56.83553432688221,7,25.719067173164454,78.18011177671406,0.0,0,328
1988-06-30,28.30900587153287,29.100928466425113,38.74936767684908,2,28.06398798361958,63.045804941353104,0.0,0,287
1988-07-31,33.32095843181039,30.089242832412495,36.50115188179449,9,29.78283667511043,63.612733958826304,7.33589793707867,1,284
1988-08-31,15.744762600815555,20.293381409172856,27.629301855407824,4,29.654869724396995,78.86391699386901,0.0,0,254
1988-09-30,23.95547603107682,24.48198165361317,42.8494777759724,9,34.00760162450732,78.60010755582145,0.0,0,250
1988-10-31,37.40590622865333,44.201234232351844,25.127970897062724,2,29.217742419361258,64.59432567366463,0.0,0,267
1988-11-30,31.084243126744013,27.87530871449497,26.832151245095957,1,27.740831956409956,76.02328134350317,5.7199639975852286,1,267
1988-12-31,16.74226741825299,21.74652536226019,57.44514560354929,5,27.918671770363996,63.455146365621744,5.75254741324238,1,285
1989-01-31,30.383696015714357,32.358396458367906,57.704377809992515,5,33.50511651977067,77.55694622033128,0.0,0,309
1989-02-28,24.555933000362288,28.45374942527798,50.26941014330757,6,31.540775529557475,70.23181221293099,0.0,0,349
1989-03-31,26.14229475616866,21.48048691092264,44.92671211675288,2,29.979485925822637,66.200680480249,12.198319361622946,1,337
1989-04-30,31.825204157216923,21.40893267223002,44.82130080582863,1,33.82235081020765,62.94029909799557,10.69232552386207,1,360
1989-05-31,34.76418881727888,27.28836085061132,56.79278411445786,4,25.070965324948872,76.38796461932986,0.0,0,304
1989-06-30,31.932517158391487,41.07888729313747,58.45930205891253,3,28.190439298728073,79.37935724164599,14.002857030685561,1,316
1989-07-31,25.545745888066335,40.73905308005686,56.59902574625876,7,26.123860493222608,61.512607276690986,0.0,0,277
1989-08-31,36.2460651149256,28.775450610230934,30.861467169251487,9,28.53575123632275,62.64937908035709,0.0,0,255
1989-09-30,33.02806890286916,30.580733605092043,36.39957740521958,9,28.03208193759675,68.58895794157405,0.0,0,250
1989-10-31,15.776703256111407,48.4070869838155,33.42494049822274,6,31.93876535321616,63.192655135468804,0.0,0,260
1989-11-30,26.390640383880005,41.17277153110955,53.72940828466979,1,25.387994547288876,63.73545056462259,12.485562495840144,1,274
1989-12-31,23.766067286428672,31.304318833226375,43.67440517437528,5,26.012761238310063,73.51785245660422,0.0,0,311
1990-01-31,19.1691067218173,38.199845893276034,49.81945170200781,5,25.3642544330172,78.05084229685906,1.1922566898944256,1,326
1990-02-28,20.704147843772645,42.20053400474639,35.84066371311042,3,32.926624767516174,72.07606157687506,0.0,0,344
1990-03-31,39.608049470351034,31.504433677251278,30.32798748709034,9,27.84288289095459,71.71556541862095,0.0,0,346
1990-04-30,35.902965388626065,27.94901184666329,40.702140706620696,5,33.62964046475476,65.32042753457604,0.0,0,342
1990-05-31,15.449703289309692,47.98313839718284,27.741446930222647,3,32.29521421976438,60.40682163764355,0.0,0,328
