Date,Soil Moisture (10 cm) (%),Soil Moisture (20 cm) (%),Soil Moisture (30 cm) (%),Plant Age (years),Temperature (°C),Humidity (%),Rainfall (mm),Rain Status (0/1),Irrigation Status (0/1)
2020-12-24,46.341340644595014,44.70014519220342,35.99025211600866,10,27.075673419888258,66.98180741806001,0.0,0,0
2020-12-25,26.651964959217775,42.86505530873951,40.295873665849264,4,25.49597707358447,72.76197508391147,0.0,0,1
2020-12-26,33.05386529785846,37.104374385385455,29.842605582571274,2,34.685599566301796,77.3308315012144,0.0,0,0
2020-12-27,36.67983827593717,26.965666691448686,49.53627295567857,1,26.201527867608704,69.2232139195893,0.0,0,0
2020-12-28,38.65799172637921,45.435097420571964,25.86510631223883,4,27.789590956009185,68.79836280071697,0.0,0,0
2020-12-29,21.220948113436183,21.784801758210822,48.86292539415286,5,27.479775499845537,62.17232526680999,0.0,0,1
2020-12-30,37.58945102852084,41.947080497513156,33.195471286210356,2,25.559666975087836,63.877992487374385,1.5216424706755072,1,0
2020-12-31,37.35630444972585,22.76447976187685,25.211436817994137,4,34.61678378872495,74.2154100920856,0.0,0,0
2021-01-01,24.907938826401384,29.757933243157463,29.39694207272949,2,31.579245346936418,72.04111603118625,0.0,0,1
2021-01-02,36.3682667150011,21.51621488477344,35.3925451980734,7,25.208764716945744,73.6719168558207,0.0,0,0
2021-01-03,39.18981055860599,49.74808135361378,20.544429495873246,5,32.128774196541904,72.12507031973085,0.0,0,0
2021-01-04,48.610165898792765,47.80678116872707,27.62383949243268,8,25.491032748004844,65.82695940304002,0.41928211093432877,1,0
2021-01-05,38.13902767811385,39.30972822270223,45.51780892019775,6,33.31651743937224,79.4572487735054,0.0,0,0
2021-01-06,31.651376835370417,42.512663548740434,47.46835353418366,3,31.27398576674568,71.45377313512193,4.269571100087986,1,0
2021-01-07,36.005828003262835,25.898106259694245,25.33245664276171,6,25.269003317046785,76.90241111728207,0.0,0,0
2021-01-08,38.65371230584363,20.51174137391955,47.16779356932054,6,31.356090861390914,70.3977408184148,0.0,0,0
2021-01-09,21.672452495043164,25.45479151635348,24.688418832042217,4,32.35720062135784,63.39729049090867,0.0,0,1
2021-01-10,40.236116293106214,47.908520158901545,30.45954263840246,5,30.70130484929093,72.87992355076685,13.272095732711286,1,0
2021-01-11,30.81133398504997,33.201459772482195,41.09216377857407,2,28.205203186284805,77.34103518153611,0.0,0,0
2021-01-12,26.794198720572794,38.56915925029435,32.829944347809246,10,26.139291438701967,74.33667979127311,0.0,0,1
2021-01-13,24.036536344113767,28.81870545363951,46.698583966529036,3,31.99657478715571,68.38284364564201,0.0,0,1
2021-01-14,43.77783519265545,32.932624744939474,26.943150759041444,9,30.8833434025077,63.13064003823648,0.0,0,0
2021-01-15,37.30556056324039,39.85068448845635,37.985384831270196,4,27.509810038884687,64.71599594043913,0.0,0,0
2021-01-16,36.87489033765348,34.58014645863801,45.406607107628794,3,34.059653060638844,77.19308021990362,8.050381881594678,1,0
2021-01-17,32.634223180188,32.65709969750574,41.280294451340595,8,29.49158798159616,77.33486194398043,0.0,0,0
2021-01-18,25.802569012743557,42.54310715236812,27.50355451401515,7,28.30726225918407,66.33334752083145,10.184200430793593,1,0
2021-01-19,28.512838376328176,46.28414705600109,28.087520292117226,5,27.06557984822412,77.5166859440589,8.991977484889327,1,0
2021-01-20,39.07304617656782,30.303673665836545,48.62828662476931,9,28.964170844399234,62.60031453582995,0.0,0,0
2021-01-21,45.822371371550055,47.00584536493949,44.700605346094804,4,30.326237730348915,68.32961886524468,0.0,0,0
2021-01-22,21.782735324121976,37.73414243870843,25.297702034629346,6,27.825357319549305,74.34753034570433,0.0,0,1
2021-01-23,27.92789105009781,32.01905662392811,23.063803709254003,1,28.81452169581896,69.82209012830425,0.0,0,1
2021-01-24,29.066709863360817,31.235236627720667,23.827337048139476,4,30.56863888122726,63.02601751721178,0.0,0,1
2021-01-25,39.76932327064476,27.047186749670697,32.97983602104537,1,25.33720828890796,78.8149861958093,0.0,0,0
2021-01-26,49.07224655324097,23.20326260488693,27.2694644875756,6,34.64402354383941,74.32431787513694,0.0,0,0
2021-01-27,40.01722352626125,23.464728780134028,42.51296942763901,7,26.461760358260616,67.45011570875785,0.0,0,0
2021-01-28,34.748416513819514,44.67449112640929,46.808804773130944,5,29.545383999993795,70.45058981590753,0.0,0,0
2021-01-29,20.972131778143144,39.805219338128566,27.419797181492587,2,26.456446785561404,60.4721143467185,6.968132509881024,1,0
2021-01-30,30.006773740009876,37.796363403857285,41.01083496665457,4,33.548552125785584,68.1412313526914,0.0,0,0
2021-01-31,21.88284990164158,41.88662867104577,23.823852782087606,10,31.715321789307893,66.16556777096999,2.7349763468242783,1,0
2021-02-01,39.82551765475444,37.25051244405567,22.12887848339711,6,33.58539052808643,76.43357719019737,0.0,0,0
2021-02-02,27.3244025473321,27.095908905468438,29.21761820867811,4,30.429230504804046,78.70863254436674,9.378222287685718,1,0
2021-02-03,25.577784566862043,33.476660785295365,29.187267518104164,8,28.155033437030095,65.13707953322583,0.0,0,1
2021-02-04,46.67361216925225,29.125996556167912,29.324316316485216,7,31.66710669943381,70.01093624370392,0.0,0,0
2021-02-05,35.3772497747446,49.47361007768766,41.244581702458504,8,31.457434029233788,79.77102815901489,4.4926330906851035,1,0
2021-02-06,35.792615309668875,26.320438242901652,46.715290065880026,3,28.561676567945867,74.29180494947805,0.0,0,0
2021-02-07,38.413139884763964,42.31283127607355,34.27268864498732,5,33.6004511798905,77.53410278432575,0.0,0,0
2021-02-08,45.34571267760407,49.39765326748359,48.065783993124676,3,28.966595374845415,65.9846685188043,0.0,0,0
2021-02-09,44.1602264493294,36.98660256046021,29.554999768238684,4,26.290938727729365,63.55809335458906,0.0,0,0
2021-02-10,37.717383395004866,27.144099476318925,41.05396441686151,9,34.62479991459232,61.24502269135834,11.128407321786563,1,0
2021-02-11,29.12290863597592,20.454578930736634,20.806733068107505,9,28.250780573181984,67.02900819053474,6.718203010619173,1,0
2021-02-12,30.95772763096889,33.39203532826663,32.717145189114305,5,29.524503461922198,75.34487227817932,6.94301423477848,1,0
2021-02-13,39.82045623017396,25.189216142151754,29.414419031105325,10,27.07533681645331,67.87039426659196,11.062614015854555,1,0
2021-02-14,29.880171655434083,37.33053906207333,33.97791776095364,7,34.53197725185402,71.99217345802961,12.008587328981752,1,0
2021-02-15,49.067166870908565,27.396970518408487,37.57664468940108,10,32.27836405158128,71.43472157098729,0.0,0,0
2021-02-16,44.142010033228786,27.8258044132597,49.90622100605308,7,34.60378129740354,77.85016861443137,0.0,0,0
2021-02-17,21.50519839188958,39.50372728128172,27.981674697655638,6,33.11119255566503,60.97491732410949,0.0,0,1
2021-02-18,27.56274389889194,27.2305826386757,39.44589836907078,4,33.66928894547534,60.20234253097929,11.354397246371905,1,0
2021-02-19,31.809718451102043,42.92881840826292,35.34547042730553,3,34.00609486627954,73.03994885926978,0.0,0,0
2021-02-20,24.26995814007516,49.18580046245731,43.334305299855245,9,27.31637887100365,70.13224023428792,0.0,0,1
2021-02-21,22.044807950297553,22.496596350928115,20.224394690768484,8,25.17291901736123,73.721171003256,0.0,0,1
2021-02-22,21.790608802861524,46.4516301237763,35.51060314946817,2,27.172403678414934,79.55785488414537,0.0,0,1
2021-02-23,36.581637987121574,32.82131306072702,43.98019375938173,1,28.36788209797004,62.93699430150941,0.0,0,0
2021-02-24,27.206563152739562,31.661604413706506,24.678788548221107,2,28.877199385083326,61.602409896759916,0.0,0,1
2021-02-25,43.94706623448492,26.797475390327847,22.09558367979601,3,33.39368123297777,75.70848148788963,0.0,0,0
2021-02-26,41.8875667520301,29.023431184201257,25.58864711186176,3,26.28210689404549,68.8914136217112,0.0,0,0
2021-02-27,46.99955482831284,46.36918969977528,22.22907347875487,7,33.260238053596105,63.927749811199206,0.0,0,0
2021-02-28,33.30641834755056,49.88904780708553,32.04394925108953,10,27.201731657252935,67.83852033455493,0.0,0,0
2021-03-01,30.886101227226604,29.93819864728551,43.474853040965165,2,26.553653054524414,63.53638593866258,14.247178134246777,1,0
2021-03-02,26.70888373819489,43.41399098894938,34.66607421846121,7,26.26253397214728,62.48092676396207,0.0,0,1
2021-03-03,49.13739617512139,37.78171963928568,22.713126732623643,7,32.46510905102773,62.53979606172334,0.0,0,0
2021-03-04,48.99993992194759,45.18796799724586,39.49731565310948,10,28.489427703098553,77.90387095361896,14.911222140596498,1,0
2021-03-05,42.29378381032359,40.89639376405248,26.14733489219846,8,26.924664730778645,62.26887054954219,0.0,0,0
2021-03-06,34.051974063135454,34.15807831278346,28.46400667977111,9,25.133123344298134,62.967901808112245,0.0,0,0
2021-03-07,38.11670000504037,30.55914644158274,38.71324442958179,5,31.427878093014364,68.55315205562638,0.0,0,0
2021-03-08,20.806922104150104,33.767914228800485,23.553060231413923,9,26.696981393068754,77.6139318648246,12.971210474076544,1,0
2021-03-09,34.62571478412529,35.3482128987732,49.625319247669026,1,31.42076981707809,65.55368196052277,0.0,0,0
2021-03-10,30.56255616983738,36.99648498088242,26.4345861233233,2,33.94999338059369,64.9249160414503,0.0,0,0
2021-03-11,26.632291244808968,47.64564485312221,48.08121663175708,9,32.304105629766475,65.30228902967156,0.0,0,1
2021-03-12,22.155714593970437,39.12176260747534,35.07494828134642,5,28.264648843118103,65.44164338066709,8.25645287481783,1,0
2021-03-13,21.122554837383362,34.878329581098996,26.639090514878966,6,34.373281242817995,70.39424797123644,1.2682791879025186,1,0
2021-03-14,39.153750347222896,23.39325858777457,29.415461499552144,2,29.82699518067883,76.89695754267531,0.0,0,0
2021-03-15,40.4798919168599,46.51853524001602,36.14815484139731,5,34.067808193541005,64.51312276621312,0.0,0,0
2021-03-16,48.469827230896435,22.996726162220156,49.792089728539125,7,28.435662266241103,78.0926928172812,9.503554678025422,1,0
2021-03-17,45.44296705637129,40.41642313263433,48.731132302123775,3,29.77038752330811,76.2268189445816,0.0,0,0
2021-03-18,43.95267819165045,33.38638236862888,20.527457620686384,8,26.283129253540388,67.95938759066671,0.0,0,0
2021-03-19,32.809552858305025,48.899898696913915,33.36053394238844,1,26.579783060505527,67.03464335896496,0.0,0,0
2021-03-20,38.92319633150061,37.6376893211781,30.425009827585953,5,27.52213040294631,73.60416701014566,0.0,0,0
2021-03-21,21.991857953442242,26.978131596508447,24.920955481968566,9,33.74629944165088,76.93412244828536,1.3938508842150676,1,0
2021-03-22,41.910369219316436,22.82854396033554,22.266511862410365,3,29.773004618851655,67.15384323024865,0.0,0,0
2021-03-23,27.91493212929585,41.81160634959414,23.01788650153998,9,26.391481945946847,72.008253573806,0.0,0,1
2021-03-24,26.20828915004239,21.469808624039786,27.52749649739809,2,31.83848384213568,62.40851342414589,0.0,0,1
2021-03-25,40.907051204228495,34.00261822025794,36.04618913574117,5,30.998870969324138,79.00624885572549,0.0,0,0
2021-03-26,24.734089299002235,29.407206681895225,25.70922194050734,9,32.64157122712381,60.304392286215275,0.0,0,1
2021-03-27,36.107526612801664,38.3985482932153,26.285822535688617,10,32.84059506421879,72.94095498891068,10.02742987373493,1,0
2021-03-28,39.25985424233458,44.31180315523355,49.508455559094756,4,30.716364203187272,77.99281014259692,5.918691676604734,1,0
2021-03-29,49.61196733370294,21.048682402215654,45.12887459189778,3,32.41203532418662,72.94346519622172,0.0,0,0
2021-03-30,28.49011942885675,37.74039075132836,38.22891857363142,6,29.376946798658025,71.6383517495618,0.0,0,1
2021-03-31,45.193340870130775,26.30302810916457,37.19426327255789,3,25.682133600558426,78.33812003887599,0.0,0,0
2021-04-01,25.344504841108616,43.956353946804356,33.80656820125515,9,27.297864349011686,60.22771818349449,0.0,0,1
2021-04-02,36.21540262371204,49.48757442047159,35.73780306002203,9,34.00436079448783,75.48924507329515,0.0,0,0
2021-04-03,33.6005764178587,21.211748501289414,30.40249045704898,1,29.871800655800477,75.60929448791009,9.145108092686126,1,0
2021-04-04,41.19064298688507,23.555680580435492,29.008247918186473,10,26.58736606343066,78.52452678233948,10.317330331151702,1,0
2021-04-05,43.575151806722,39.0399177689925,27.27184828066361,6,32.260437672674904,71.52521829609114,0.0,0,0
2021-04-06,26.06588226578286,30.59144503276142,27.269469317365697,8,31.00481171566318,70.44547791683613,14.365912241738418,1,0
2021-04-07,30.23722807951246,40.09821895688333,21.328054181421606,1,32.97603022784247,79.5685445686394,0.0,0,0
2021-04-08,32.29451405635287,31.47612898569392,44.68154161143387,2,34.14105198176072,73.64364440549181,0.0,0,0
2021-04-09,37.91688979122656,32.10562803188373,25.134987278186685,6,25.239943599202793,68.80251224232185,0.0,0,0
2021-04-10,42.55522342509698,23.158400572824288,24.33803228305375,5,34.052324101585796,76.48137364450788,14.81278484673039,1,0
2021-04-11,45.87782014341721,23.30384869946567,30.7665053812799,4,25.5834385407878,67.31929238686577,2.4156371369681104,1,0
2021-04-12,45.21140357359549,29.38777978301343,23.894136162394467,1,27.222863257248015,79.2982108687453,0.0,0,0
2021-04-13,21.94336188219031,25.028485673263297,47.69770451857622,4,33.66672831238486,62.94672225082371,0.0,0,1
2021-04-14,34.99531285797957,38.8128481282169,28.050559480519247,10,26.32977074705272,73.85301634375176,0.0,0,0
2021-04-15,45.44040653779561,33.216065509187224,43.09042954362907,2,27.371660309172317,60.68282013298836,0.0,0,0
2021-04-16,30.778244961639864,24.61649541267116,35.815339080391794,2,30.195896085171775,65.69191400613522,0.0,0,0
2021-04-17,24.696994190271752,22.855753012532325,39.14511427672416,8,30.750972496307135,64.38002406751816,7.399480880844348,1,0
2021-04-18,33.29375729398238,43.05975394095911,45.95062952901745,2,33.334030513772284,78.73297831547146,10.835592599057772,1,0
2021-04-19,26.192678945852407,21.979242636951383,44.672608809356646,9,28.194769108614505,65.45908409169633,0.0,0,1
2021-04-20,37.52310238444793,29.410374732964556,25.883613354399763,3,28.5843225198704,67.07973492564754,0.0,0,0
2021-04-21,26.833083164568116,32.290326934189,25.49735638865381,3,33.20575988985976,68.74094701072389,0.0,0,1
2021-04-22,24.718622763292604,36.72157217484896,31.999284631823002,8,28.98956241385436,61.88169960376924,0.0,0,1
2021-04-23,27.804953746572547,29.548582853457752,49.2266309696119,9,28.61246853524626,60.431801312053466,0.0,0,1
2021-04-24,46.224099585832306,47.988190481711904,27.57361543045057,3,28.660785362608777,68.18334779581572,0.0,0,0
2021-04-25,34.02739200893515,41.94035523697542,26.453424272822758,5,27.268281451665512,60.810140722827164,2.5532651891593496,1,0
2021-04-26,40.511748089709386,37.094325538146606,36.68801840896539,9,32.683351264368376,76.95341614354894,0.0,0,0
2021-04-27,20.464211816611446,23.21178644256862,48.53054715170056,10,27.02678197998749,69.84180349294819,0.0,0,1
2021-04-28,25.385725788576643,27.199826784026822,44.9012385335005,7,27.17665707156405,70.11593092389614,0.0,0,1
2021-04-29,35.41639500521663,38.61786079408192,38.79586409822788,4,32.394858234189904,68.81442772946832,0.0,0,0
2021-04-30,26.717529041836652,27.653237055462114,34.118369128525465,9,25.484707774658197,63.89813787443004,0.0,0,1
2021-05-01,40.010379806439815,35.69447815242202,41.894345864163114,4,32.49848642663432,76.73105396772378,0.0,0,0
2021-05-02,35.136195928208814,39.67813662414102,25.261394032256632,5,29.113502610672953,79.78594715996007,0.0,0,0
2021-05-03,29.8576401993609,41.45163162600443,30.458296284249933,7,31.97307575360128,70.76597221569506,0.0,0,1
2021-05-04,33.1674077001844,35.12372743568162,35.34827616917163,6,29.819572651221065,63.457585453775025,0.0,0,0
2021-05-05,39.19240177432343,46.90463521345593,35.594831339217905,8,25.761172525416242,65.71491881145529,0.0,0,0
2021-05-06,41.27161371603519,29.96704951009191,21.944367734424006,9,26.55555447300366,64.56385785784033,0.0,0,0
2021-05-07,41.898226903097196,45.23128685691226,26.66595567205701,8,32.00159045561972,61.425859861377916,0.0,0,0
2021-05-08,20.17705148370449,35.6523527714835,41.233629985852716,2,26.15869178915877,77.2385660982478,0.0,0,1
2021-05-09,32.080336861461646,48.953644413277786,44.221442087540325,4,25.24632438822598,66.22955879374132,0.0,0,0
2021-05-10,22.287269921652083,35.33715953298795,33.03421549670307,4,32.120278126141976,79.6763480446306,0.0,0,1
2021-05-11,45.16002967307806,27.220485239567736,23.474872465076555,2,30.80899016329725,73.41564463453408,0.0,0,0
2021-05-12,41.60440392148787,39.44061525972489,31.1833481418972,6,28.306311963746275,63.880528957548215,0.0,0,0
2021-05-13,28.73955249222842,48.20366480979759,26.597570332872216,1,26.057000944722112,74.387143211092,9.159989248163226,1,0
2021-05-14,34.975618729025165,44.902746904439354,42.3485794255415,10,28.349413048010135,76.78686558904657,0.0,0,0
2021-05-15,26.280537407251742,35.168095204923794,21.89882894392953,9,28.184857715097827,78.8458373436601,0.0,0,1
2021-05-16,20.76038192154647,39.13757076791971,29.13642727244874,4,32.61514857568985,61.25942908213792,7.173776221389064,1,0
2021-05-17,43.095607193095404,32.99590680389009,43.80674680493135,10,27.690881419492534,74.5461912676516,0.0,0,0
2021-05-18,39.30825308431978,30.155753958052845,26.309491461784802,4,34.60106946773528,69.22298690892175,0.0,0,0
2021-05-19,49.06507019865185,27.784143360892582,44.95694984384968,1,31.089572066716794,61.874594240304525,0.0,0,0
2021-05-20,26.871298592882574,33.59671165918687,36.92927867047133,2,32.60913187227746,60.51906743312815,0.0,0,1
2021-05-21,23.18050754706595,28.93477146972522,44.53788392850788,1,29.307218891411775,72.19947434059374,0.0,0,1
2021-05-22,48.92006367314757,39.2839614350982,23.20647450414619,4,32.443251885112275,73.77662064292429,0.0,0,0
2021-05-23,45.42834097568077,30.779163180886282,34.67577107384298,2,33.02746869932358,72.33304740880806,0.0,0,0
2021-05-24,29.40896409276572,37.1249103287968,34.62988959338094,1,25.669980618183345,70.74963619229439,0.0,0,1
2021-05-25,47.59525857065859,29.921579019911952,33.456128576059285,6,25.28264917662353,65.35988192953863,0.0,0,0
2021-05-26,28.615224179087768,29.706802787224724,47.30024089047841,2,34.67367977795508,65.80401079849113,0.0,0,1
2021-05-27,37.08905428604184,29.177247274414356,37.03400223831255,9,32.76621519946684,62.663676065182706,0.0,0,0
2021-05-28,27.048819745230738,36.167045919151604,35.17593898340917,4,33.98510210438282,72.31423109475577,0.0,0,1
2021-05-29,29.09912782807677,40.748981185892845,47.68892207821466,5,32.55011795886757,74.13136580952619,0.0,0,1
2021-05-30,20.71238958134194,43.17499339471717,32.18785196189726,8,32.748932247842575,78.89046488435292,0.249006617581006,1,0
2021-05-31,47.82529025448278,23.222680690296478,23.717475298652708,4,27.690025622285074,78.21445341663015,9.926890680042085,1,0
2021-06-01,41.66068221216566,27.315573362547784,26.502376789576047,9,28.796036809514995,78.84452095787081,10.348030526735384,1,0
2021-06-02,28.619169889576582,38.48451926015816,21.58053267126804,3,27.159680707584933,68.75384953170409,0.0,0,1
2021-06-03,27.47503380043186,36.82333333579663,22.407765184320095,10,32.79523396195089,72.6235252578089,0.0,0,1
2021-06-04,23.35587733858197,39.47693296451449,45.8692825425409,10,29.16007216354109,67.04226062827959,0.0,0,1
2021-06-05,20.0257455517708,33.501350606688575,45.37440477091303,8,28.834859586337245,77.82112681097253,0.0,0,1
2021-06-06,30.128717325234476,49.92448961717095,33.28260158772983,4,27.936099626342898,76.70823082735858,0.0,0,0
2021-06-07,33.30075632863128,28.18740357786979,26.8392115308878,8,26.44428272696115,66.96691569358157,0.0,0,0
2021-06-08,27.118472700728482,37.21830553175158,27.99691498182812,7,28.716856757918585,65.44268177692854,0.0,0,1
2021-06-09,38.841065138288194,30.077997366666303,28.692577920065897,4,29.10596383807303,72.10070062712676,0.0,0,0
2021-06-10,21.162797987877212,25.645282906641437,31.110371144611253,2,33.33574648877108,68.10506231377099,0.0,0,1
2021-06-11,47.0360556928263,40.1503788039403,34.10865973234177,2,32.00556089448071,67.794513573121,0.0,0,0
2021-06-12,24.835831877651433,32.23576922391254,32.024216255444244,7,32.521184186905046,68.00515871776399,0.0,0,1
2021-06-13,43.72150119350669,39.967300279440266,29.031364783943097,6,29.2267324883811,70.02652890603109,0.0,0,0
2021-06-14,42.999772187974465,45.89577548551232,35.202840095423355,7,31.02591525467959,78.22237081764014,0.0,0,0
2021-06-15,20.127942113743966,35.19328090717795,41.22730696848451,7,32.894837625117574,62.38450851295639,0.0,0,1
2021-06-16,48.24585679393576,33.10864040833269,20.424873401713192,8,34.33035006820436,74.32044390581792,0.0,0,0
2021-06-17,26.34409905262046,24.669142014596964,26.65144412115756,1,25.935593483366134,74.11901334250803,0.11486468134952581,1,0
2021-06-18,32.69099679581078,27.72225157628186,33.335754785248554,2,26.95751276788782,74.36233344805663,0.0,0,0
2021-06-19,31.167785045708058,23.167524324397583,33.52455007558812,1,31.51284770814735,75.6098982958173,0.0,0,0
2021-06-20,30.19596891834793,49.455142983862906,46.793030649625464,7,25.054662072516567,65.98460142822368,0.0,0,0
2021-06-21,49.17951332019931,39.387021290012335,33.76447841460131,6,31.286064550942704,62.4592541169249,0.0,0,0
2021-06-22,45.04711199658263,21.79115276042937,23.85967870193393,2,28.935032664331583,65.84103357378781,4.57581294024317,1,0
2021-06-23,31.9877743618968,34.26162029930223,39.39489503937451,4,28.50551634430785,63.01849782235321,0.0,0,0
2021-06-24,35.52138574220595,42.80566984938858,46.63977502512883,4,27.445746383057916,65.33907275000101,0.0,0,0
2021-06-25,33.111682349399814,37.647058996205914,38.155201078483294,4,32.66330460070798,77.12365053758472,0.0,0,0
2021-06-26,25.116691945311622,41.247009527825,22.02443278457031,9,30.82374109078434,79.94442036820593,11.315057467084774,1,0
