Maturity Stage (Days),Initial Moisture Level (%),Temperature (°C),Humidity (%),Current Moisture Level (%),Drying Time (hrs),Estimated Oil Yield (kg)
97,50.52725458002068,38.903179612959875,53.421369804628554,10.957753108455876,19.784750735782403,4.452112344577206
110,64.18295887416028,34.8564411634374,75.16086225611005,8.0,35.30434504681952,4.6000000000000005
119,56.17633516106227,27.024068188341705,61.7180575005127,8.0,34.85334425708886,4.6000000000000005
100,65.7911310938884,25.04480114103083,73.94452075378017,8.0,50.050565433130465,4.6000000000000005
94,69.58861465611406,29.713531013640868,71.53317070283308,8.0,44.0838025144285,4.6000000000000005
108,60.86168217021495,31.886228236403134,58.95578636934694,8.0,31.610122361232655,4.6000000000000005
106,69.2451977571723,30.93888976003719,61.207653130327124,8.0,38.524768767016056,4.6000000000000005
98,52.38467238294137,31.005609774591704,63.782863743727056,8.0,28.504120840881612,4.6000000000000005
107,57.580700909055594,39.9441324889594,57.69154497879954,10.795411499495223,23.392644704780185,4.460229425025239
90,65.91414988587653,25.137884661662646,69.28418336842422,8.0,48.092446095954315,4.6000000000000005
113,60.536299570297295,32.91099618048595,49.48210411171049,8.0,27.79082647927165,4.6000000000000005
98,53.30999556671351,29.268673573458482,74.85378562824079,8.0,33.82444989669006,4.6000000000000005
118,69.79281318250537,38.31937848394017,52.38133635778162,12.00871374169428,28.892049720405545,4.399564312915286
103,61.084314336120116,30.524821785900144,67.62861644373527,8.0,35.798440903384055,4.6000000000000005
93,67.51848707738803,28.499369590811547,56.7277629894031,8.0,39.00606005888588,4.6000000000000005
105,64.62327955388082,38.343645491688434,63.82592939570384,8.0,29.415814123850282,4.6000000000000005
109,63.19052188601148,38.9217604899319,53.061810025386876,12.04144092007472,25.57454048296838,4.397927953996264
106,51.200090629378046,35.161488047288294,73.82645096822297,8.0,26.623729119932765,4.6000000000000005
111,50.43499107053733,38.807234536503664,59.574966344656694,8.498623512430441,20.968183779053444,4.575068824378478
101,54.537509299392354,29.36768379697027,63.23925102799933,8.0,31.402807537896372,4.6000000000000005
101,63.10408737149941,36.15972932825479,55.29568606465977,8.0,28.080657369236977,4.6000000000000005
92,60.891081057611736,26.538220151497374,73.90920442225105,8.0,43.216766386631406,4.6000000000000005
100,62.0663090862578,25.978142036745073,64.23251495923446,8.0,41.605085892261364,4.6000000000000005
98,61.89296724439599,31.61307865346023,68.24574677085648,8.0,35.27677546971034,4.6000000000000005
106,53.02345824453718,31.662259151822354,70.32024056895256,8.0,29.94150947092145,4.6000000000000005
117,69.78289351462064,38.00337243519084,68.1840611115662,8.0,33.62351125984519,4.6000000000000005
97,54.34445938032833,25.8795311754747,55.608023179748265,8.0,33.09606629959158,4.6000000000000005
107,60.91328027744484,36.561019932482786,67.72908257591936,8.0,29.817291532450202,4.6000000000000005
94,50.85160198744962,26.56200305552834,66.02437230531768,8.0,32.75620016997789,4.6000000000000005
90,61.72989017278748,39.747053869824136,54.901883362685844,12.097825827606528,24.816032172590475,4.395108708619674
115,60.493322715978245,37.53965271306012,71.01385855944952,8.0,29.613311192006826,4.6000000000000005
96,53.8789659269397,25.354845059159317,67.11287199998196,8.0,37.08474865543077,4.6000000000000005
104,61.674602517306106,30.559980671363505,45.175865335936656,8.0,29.253689304144665,4.6000000000000005
104,51.114612488448884,39.980513690163384,78.63238436338563,8.0,24.275293295318235,4.6000000000000005
105,58.27123631086543,26.0226944729695,43.19480217246183,8.0,31.506273778411476,4.6000000000000005
118,58.68369557373323,38.49831593667349,56.21664060585054,9.741083118543997,24.471306227594617,4.5129458440728
110,50.02147512074045,36.06883052325025,78.8386318737503,8.0,26.26778093254365,4.6000000000000005
104,67.918476463652,35.18566448096447,53.738040603271415,8.0,30.915131241479674,4.6000000000000005
117,58.31203902919224,35.93168007426047,62.060051867813904,8.0,27.458908017063816,4.6000000000000005
95,66.8284371736915,35.31069206403322,74.94007172056321,8.0,36.42678825476336,4.6000000000000005
97,57.57367079565372,35.44312304938104,43.37319977983904,11.863864377051904,22.854903209300907,4.406806781147405
94,66.62065245733189,35.8303077567839,56.95213903553912,8.0,30.621582642898662,4.6000000000000005
113,67.4517936337858,29.484781997234286,51.1222891994021,8.0,35.68222947074824,4.6000000000000005
101,55.663841068344745,39.95303358894364,64.9241680978489,8.0,23.993228759795823,4.6000000000000005
116,53.073969282802196,34.29526558774921,56.03335022415138,8.0,24.387774247652143,4.6000000000000005
104,64.7791568736367,39.802078816967246,60.56592170878653,9.574906239952846,27.602125316841924,4.521254688002358
118,51.38849336806642,29.425206923023858,63.15142670265089,8.0,29.198001546283542,4.6000000000000005
96,66.17918189910543,32.735935418170875,66.56506199667007,8.0,36.253446715733006,4.6000000000000005
108,51.16945299799829,26.70801112017507,56.905527271621715,8.0,30.239402513059286,4.6000000000000005
97,53.85888834736045,29.70942222385488,40.88651126368317,8.0,24.550865030648623,4.6000000000000005
110,65.12104842181657,37.75565307423072,66.74083432306759,8.0,30.908293295460066,4.6000000000000005
94,56.05581869682816,31.523893778163615,56.452073340253065,8.0,28.39868942458306,4.6000000000000005
96,50.03237340924828,38.33315566821195,57.957686602531936,8.600844989486447,20.715764209880916,4.569957750525678
96,67.14026906939746,25.89374636951087,67.4418885772196,8.0,46.94069133481201,4.6000000000000005
100,55.14476692931355,38.71813492383009,79.45998948765862,8.0,27.58625079792649,4.6000000000000005
92,60.860025920028576,29.64947253441367,57.37038173340405,8.0,33.49908508843172,4.6000000000000005
99,57.15253911898496,32.690072889658936,78.82518424936737,8.0,33.897595233195254,4.6000000000000005
108,67.77772258535637,32.66956137009915,57.69472451785051,8.0,34.484865784107356,4.6000000000000005
112,53.90336976327803,27.514487843259232,77.76949968071212,8.0,37.3033966251415,4.6000000000000005
100,68.70118624635813,33.785793018215315,68.41360208779432,8.0,37.23082863106585,4.6000000000000005
111,64.36171058801499,37.07322461698713,53.019283738948054,9.545327867787762,27.408191360113612,4.522733606610612
110,50.76330010526184,28.485195477506128,41.99105058258638,8.0,24.16771752819396,4.6000000000000005
107,69.56459120500004,27.123773185885096,53.73057022198042,8.0,41.2027032078886,4.6000000000000005
97,61.47750103580927,30.287331935952277,70.33891030946127,8.0,37.18383770178092,4.6000000000000005
115,62.55800466653983,25.6018620812304,75.51788615876374,8.0,46.809132260961476,4.6000000000000005
109,62.86772723724823,33.73817706074546,45.31106163847804,8.616856980094013,27.12543512857711,4.5691571509952995
90,51.87359432979444,28.75856440161665,41.22072841406277,8.0,24.35384833463187,4.6000000000000005
93,65.18769810119109,27.78791841274401,59.73328122808424,8.0,39.5205531925769,4.6000000000000005
92,53.60352492953516,38.72474453345383,78.39402115185888,8.0,26.46017430496324,4.6000000000000005
106,50.45907449276491,26.611361444235516,52.41127812831422,8.0,28.594944937737225,4.6000000000000005
106,56.029995044301714,25.04360441911753,66.87671033829321,8.0,39.22669643591806,4.6000000000000005
104,61.481015132758884,32.22351063595018,65.54628022227908,8.0,33.559911438895604,4.6000000000000005
99,62.96882109345399,30.393890577286506,50.45085715679241,8.0,31.79229084860506,4.6000000000000005
98,56.47466141998414,37.800116862773535,44.05128142312038,14.260865788654705,21.106897815664716,4.286956710567265
96,56.5682633371019,34.9564755246153,69.48279036752567,8.0,29.051485295727005,4.6000000000000005
90,62.94170097079917,33.835145245317705,61.85304251451235,8.0,31.784830972092546,4.6000000000000005
100,69.25312007148165,38.27009704149751,67.10462682697593,8.0,32.80052198539375,4.6000000000000005
96,62.17589544846783,27.036305900628044,48.65653653868051,8.0,34.59574284973175,4.6000000000000005
119,63.45329155013793,33.10311556411166,57.02434718961136,8.0,31.37466488103035,4.6000000000000005
93,57.07347427812019,39.8860978762706,62.340453095445554,8.697528268921019,24.187973004599584,4.565123586553949
113,60.985922257020825,39.25325641895526,50.69067836406319,13.414940130044762,23.78549106348803,4.329252993497763
107,55.148014107522656,27.833074114699365,48.344872410978645,8.0,29.153587103863767,4.6000000000000005
102,64.40523381520322,29.69095652590608,50.58648159256239,8.0,33.44050911216628,4.6000000000000005
100,65.15772553883079,26.165874518106758,58.52618760646538,8.0,41.48702376147817,4.6000000000000005
100,58.51722007348084,39.67585048031928,66.67726101422447,8.0,25.997852349788985,4.6000000000000005
105,66.24522680525276,32.84529113046151,75.1362783524215,8.0,38.83367649015669,4.6000000000000005
99,53.61030758166947,28.252174453086848,79.2672600180604,8.0,36.520584013962775,4.6000000000000005
94,61.27485251932951,37.80096079126345,72.03300894956652,8.0,30.0978023622519,4.6000000000000005
104,60.227906755738516,25.009943955242655,43.284498495543076,8.0,34.0908187212454,4.6000000000000005
100,54.749147745450976,31.62206626080951,61.36188140035881,8.0,28.81098204257924,4.6000000000000005
96,64.61467717938262,33.814244298946264,67.6372423962896,8.0,34.4676943728296,4.6000000000000005
94,53.03037841435723,38.09116736862768,49.39474661044817,11.904727075462368,20.56282566944743,4.404763646226882
117,68.30828693942205,32.47289743227958,50.72061538045606,8.0,32.73500193525315,4.6000000000000005
100,55.49991974651548,37.188455487023816,69.21121991383093,8.0,26.646484192768522,4.6000000000000005
112,51.71931506534309,33.091948197447834,54.19308339655965,8.0,24.089509247271764,4.6000000000000005
112,51.530715091294944,26.371591864679463,40.27352751788825,8.0,26.077017447241914,4.6000000000000005
111,62.4655373560366,31.769175191023592,54.934224791405896,8.0,31.482633985273768,4.6000000000000005
100,57.72497346355215,29.03672880015176,72.56980514313781,8.0,36.73232481770125,4.6000000000000005
105,53.009621456320005,37.585243615149,67.48548676180185,8.0,24.6212591963897,4.6000000000000005
103,68.80573899803744,25.88055162983167,78.34259659589705,8.0,52.76912737209204,4.6000000000000005
108,58.25973107642687,25.61894464249695,65.12826470203484,8.0,39.5256419885374,4.6000000000000005
105,63.997375667310706,30.91286165995875,48.26496751962347,8.0,31.150514736896152,4.6000000000000005
108,61.80253907273953,31.122980152152174,58.97753470166347,8.0,32.96830531749496,4.6000000000000005
107,55.350810677305745,28.222213670437153,71.18505586949308,8.0,35.58143500968631,4.6000000000000005
117,64.48250499276216,31.239212599172387,52.96698081423657,8.0,32.57991132640366,4.6000000000000005
98,66.13555990103609,27.030897803750328,68.40409366665692,8.0,44.564204183143644,4.6000000000000005
106,68.66600036026044,26.93414137004655,78.89742702328562,8.0,50.807113848163134,4.6000000000000005
98,51.14919977340467,33.14750956477559,58.4276595125217,8.0,24.700171761683002,4.6000000000000005
119,53.25897862590043,28.707179019587915,58.821931578110224,8.0,30.02401098322472,4.6000000000000005
112,69.82610152923539,27.196241036324412,49.955240065432655,8.0,39.76551363005773,4.6000000000000005
103,68.02285243424733,28.817278467118207,45.81015826199398,8.0,34.92313906686594,4.6000000000000005
108,56.26178084848627,39.855705682130704,52.725956838921725,12.724522229029311,21.768629309728478,4.363773888548535
108,66.12936718564433,27.50223927858094,68.65783064116788,8.0,43.88963727505465,4.6000000000000005
111,58.04517979363022,33.53363509441702,78.99729702838113,8.0,33.68994319547181,4.6000000000000005
101,62.57314264634738,35.18535962156077,78.94659467517118,8.0,34.99974624715582,4.6000000000000005
105,65.1174918482159,34.00009457841654,79.44279486782315,8.0,38.05440477918997,4.6000000000000005
112,62.9492193244015,35.80086528386679,47.814306303369236,10.40336869680391,26.272925313798794,4.479831565159805
118,62.12696596646751,30.035235514919982,56.945309928729415,8.0,33.72736667519315,4.6000000000000005
93,59.2598829491182,30.388850127783662,58.15606924637347,8.0,31.92657174050105,4.6000000000000005
99,57.91654638400472,34.43093496904214,78.80236746949305,8.0,32.678160999396205,4.6000000000000005
95,66.34907328415858,33.94299855056168,52.9001285557842,8.0,30.95549287708706,4.6000000000000005
117,67.35283277614495,25.24099788067809,56.321573207881315,8.0,43.75164374894113,4.6000000000000005
105,68.7121742162263,29.25689124616968,50.19888562279868,8.0,36.38719254476207,4.6000000000000005
104,65.59901075829653,28.44933368856385,54.225627265540936,8.0,36.92797487204352,4.6000000000000005
112,62.59082354984808,25.386699751038154,67.03309758683494,8.0,44.04130184069764,4.6000000000000005
92,55.94987176137545,29.603577392999426,66.38415450534806,8.0,32.98945636410705,4.6000000000000005
98,57.876059009538075,33.73766832560793,71.48433518879139,8.0,31.429349744126377,4.6000000000000005
101,55.35177165573363,28.201491784204066,58.11278706359758,8.0,31.767223802301388,4.6000000000000005
104,67.41001728660969,28.32727857416423,70.56022425623891,8.0,44.24833373837793,4.6000000000000005
118,61.15996549837925,36.71303915040605,79.84899682416766,8.0,32.90341691697632,4.6000000000000005
92,55.456572283549875,29.71537540359473,50.55545830949953,8.0,28.10339864186167,4.6000000000000005
118,54.68647440018576,29.34505701052539,46.730024667862104,8.0,26.931185319694485,4.6000000000000005
90,62.53067743040462,33.24530116707221,58.81547284450991,8.0,31.23484273394569,4.6000000000000005
90,61.1255894463266,30.446309038035494,52.626619010946186,8.0,31.337704471174916,4.6000000000000005
100,51.25473691623214,39.85747663218164,69.46843534859674,8.0,22.68898663568138,4.6000000000000005
90,55.46403764110987,27.52847019634687,73.03220029547626,8.0,37.122690263656516,4.6000000000000005
104,59.47711651749227,36.630819475260935,63.02954301561934,8.0,27.79697893302963,4.6000000000000005
93,59.45965302391376,33.25820307776026,77.40470441612212,8.0,34.4978147742778,4.6000000000000005
107,64.1957875115683,31.448922628770845,78.46276415997613,8.0,40.17106085134129,4.6000000000000005
110,51.534669947464884,27.40210474835407,50.21454094151587,8.0,27.862502741339235,4.6000000000000005
100,51.116694981706644,32.4017516927759,73.51118531618775,8.0,28.762147709024173,4.6000000000000005
109,50.33499812096165,33.267102101692736,64.83471383878646,8.0,25.573832414134266,4.6000000000000005
110,64.73184682569332,33.52813491618068,45.70145561554811,8.055204444821115,28.338321190436105,4.597239777758944
90,62.787039503978974,29.784914341695305,62.03502655127888,8.0,36.063954629468114,4.6000000000000005
108,65.9499816840671,32.70428839682648,57.72190232616218,8.0,33.403399072014366,4.6000000000000005
98,61.55770304203374,37.61916775579575,73.95268874544746,8.0,30.88209537707861,4.6000000000000005
117,62.98934163593472,32.17634775450244,58.316115867288204,8.0,32.39462074661069,4.6000000000000005
98,61.584626847705934,29.650831253776865,52.48727204844646,8.0,32.4124096863141,4.6000000000000005
107,65.02850554393234,25.470114904073004,56.32126097014999,8.0,41.659998889454634,4.6000000000000005
114,57.08652330326423,30.737312551458576,54.55558621975151,8.0,29.220098110473234,4.6000000000000005
108,64.54520452385529,35.31872293189824,72.66081827653446,8.0,34.366451675777775,4.6000000000000005
98,66.03125322471985,28.459986438173985,60.856801067419106,8.0,39.55739205885391,4.6000000000000005
107,60.65617035993411,36.78234252810769,69.94590254114574,8.0,30.049230220651246,4.6000000000000005
92,55.33256394419281,31.45010602152531,60.6294508525649,8.0,29.13712665312028,4.6000000000000005
106,58.787235381409,33.77150635094296,50.95730751510452,8.0,26.569289957581493,4.6000000000000005
119,65.51658390592097,38.60660293936056,50.90670636048789,12.900372936538005,26.30810548469148,4.3549813531731
103,59.85675440287703,37.732077236257034,42.788931722180116,15.223471037031047,22.31664168292299,4.238826448148448
99,54.704611923109155,36.292266856375846,43.86157256290765,12.427866895383701,21.138372513862727,4.378606655230815
97,69.47505426186005,35.32723978836165,70.90581005383493,8.0,36.81920732211869,4.6000000000000005
114,52.883333170599045,27.979912713061807,47.20571154473933,8.0,27.287803463354486,4.6000000000000005
101,53.522776810481105,33.095972010069,46.38141218416207,8.0,23.199837278858432,4.6000000000000005
100,66.7210710802364,32.70385468112332,67.98093140853432,8.0,37.07190412898258,4.6000000000000005
110,55.01438570874325,30.85092031353505,72.29885595743701,8.0,32.61542823601665,4.6000000000000005
100,51.76175660047656,30.21728518717518,56.05746049699165,8.0,26.879338433525913,4.6000000000000005
114,66.83992574604461,25.966920840919517,41.69070915490138,8.0,36.359260556245715,4.6000000000000005
117,62.27051170481071,30.454385576659373,66.85316083454356,8.0,36.441193106625164,4.6000000000000005
91,55.75110795303486,34.91569604591864,48.74141564211442,8.487144002654638,23.63198197519011,4.575642799867268
104,52.188677618454385,30.725967046506476,73.47348036305813,8.0,31.075432605207983,4.6000000000000005
119,63.63106462706237,26.920908906083277,45.95094523910487,8.0,34.69884020235221,4.6000000000000005
92,54.57925408092295,35.809589978973754,41.529496663683304,12.90936930354895,20.834942388687,4.354531534822553
116,58.95233889118355,31.416192623504898,66.95041586888671,8.0,33.19329705193681,4.6000000000000005
97,56.80668591811486,32.927750108032015,65.20615975775968,8.0,29.883469001654476,4.6000000000000005
116,50.463002393483606,31.22879716384113,49.12017933309286,8.0,23.586069238650783,4.6000000000000005
92,58.95801109460843,32.806011328518174,54.64720596406007,8.0,28.446230481930794,4.6000000000000005
97,55.30467645834065,35.60901070784162,41.046915081550395,12.971832293422388,21.166422082459132,4.351408385328881
109,60.94620095214135,30.683409066857195,41.201665496816844,8.0,27.540512110551205,4.6000000000000005
97,59.04305105927886,27.91765241992168,75.22370856828506,8.0,40.066586168304454,4.6000000000000005
100,69.30777358026377,35.792210031467874,70.62791809278117,8.0,36.158708545604135,4.6000000000000005
116,69.02541857191929,32.62133952662079,47.849482543411916,8.0,32.033585998738324,4.6000000000000005
93,64.58506171105324,30.89672275985662,44.36588296472418,8.0,30.24422320399207,4.6000000000000005
111,50.01658086114239,35.90288358988734,62.803171566264595,8.0,23.102061547150946,4.6000000000000005
110,59.22497471825679,38.71029715671418,74.43386274943492,8.0,28.81587948899591,4.6000000000000005
116,62.1156336851694,37.35904575334325,47.35830122352877,12.75644581932351,24.679593932922945,4.3621777090338245
106,57.63346603458687,37.228682320307,68.3364198190747,8.0,27.609173998206632,4.6000000000000005
118,62.94182494018121,37.83763797871562,71.05910628792972,8.0,30.7620005256364,4.6000000000000005
111,69.07250403658385,38.69564279154955,71.4757070164201,8.0,33.55143854923334,4.6000000000000005
94,62.396192930719536,26.023498714781198,66.20553166655908,8.0,42.50770632920729,4.6000000000000005
107,59.33985788677249,38.83153196774673,58.7369351585034,9.022796459704516,25.158530713533988,4.548860177014774
102,56.81879146193987,39.73042551944153,73.87578129682089,8.0,26.63718106888,4.6000000000000005
118,63.41099273877572,32.65289077153641,60.04157332499226,8.0,32.67902836073606,4.6000000000000005
91,54.25026247555426,27.828819576036757,56.24455747547044,8.0,30.900403981288775,4.6000000000000005
115,64.67555042731165,37.97623710156135,70.8879415888783,8.0,31.572200188475776,4.6000000000000005
99,65.20340667889246,35.73410280351339,53.661190049906125,8.0,29.039775188239837,4.6000000000000005
101,62.058501166309355,38.10403917853822,72.03829522839933,8.0,30.29892123653295,4.6000000000000005
115,52.62278324309667,29.80174580396778,73.50303830718298,8.0,32.36164871973782,4.6000000000000005
119,57.617423282001305,25.873107985941743,53.85334964613564,8.0,34.85332075307789,4.6000000000000005
106,57.70603716684626,30.86581634302658,48.71135550685248,8.0,27.8186811565194,4.6000000000000005
107,69.83700264318202,28.889308867596903,41.18072792040464,8.0,34.15484996096443,4.6000000000000005
108,51.955932582448156,39.0533945685096,61.67327260199454,8.0,21.996116004720523,4.6000000000000005
109,65.09576158118116,32.528612946139674,57.3661574232904,8.0,32.97947852398878,4.6000000000000005
112,68.95822475787662,29.2830970503465,59.16627596261091,8.0,39.768741522349785,4.6000000000000005
115,67.15719583981277,39.491563164282304,56.04498690280231,11.558904853457172,27.7991454931778,4.422054757327142
102,67.90451551546414,35.386788758930905,62.68404934999397,8.0,33.38250328415209,4.6000000000000005
104,55.82511253700352,33.49514674205736,58.66609657166633,8.0,27.152275494288045,4.6000000000000005
114,67.60274534616997,37.433290948552,68.5179870602178,8.0,33.02406798790194,4.6000000000000005
112,68.68998366726287,30.431391115227072,41.509115236796454,8.0,31.937257498914935,4.6000000000000005
117,53.86400135622819,31.51788666330504,58.52424739343138,8.0,27.636286325009504,4.6000000000000005
92,54.866485496279026,28.06839490001758,44.03869950270619,8.0,27.478275418153967,4.6000000000000005
101,66.2260823519629,29.39586775436175,76.59117981021365,8.0,43.88062265739345,4.6000000000000005
104,53.48991682827091,29.899266229521338,69.00016154655262,8.0,31.68401514291192,4.6000000000000005
116,64.29755350800413,34.41024227886475,72.26060710429081,8.0,35.00470230793572,4.6000000000000005
94,69.77891541920263,35.99404883917444,52.96145614163388,8.0,30.925896827994105,4.6000000000000005
103,51.62201298766101,39.97262631423966,75.10455462404991,8.0,23.892092582350752,4.6000000000000005
119,65.75483206380157,34.709373154370525,54.47988748952814,8.0,30.423718907395024,4.6000000000000005
100,68.2366340569728,39.490168952389176,47.27760023628356,16.30253559683829,25.967049230067257,4.184873220158086
94,63.35635904307007,36.957869943596776,67.65856242008536,8.0,30.840554021582065,4.6000000000000005
113,63.62519062599826,39.47583342859983,76.60240863149929,8.0,31.219088690062524,4.6000000000000005
102,52.397445879518486,30.65672095594902,65.09098141340226,8.0,29.168334230078873,4.6000000000000005
114,69.0954393903769,38.22562750634695,40.231961586026216,18.619708972779655,25.23786520879862,4.069014551361017
